"","X","Y","Tree_loss","Pop_densit","Dist_sett","Slope","Elevation","Annual_Rai","Dist_track","Dist_road","Dist_river","Dist_edge","Dist_defor","treated"
"417",896355,7961265,0,0.143982231617,3512.05078125,15.1865339279,623,2020,890.954528809,14616.6513672,1797.2479248,968,1094.8972168,1
"418",896505,7961265,0,0.126661688089,3520.36938477,38.0672721863,669,2020,997.24621582,14597.7050781,1924.21411133,1113,1243.10095215,1
"419",896655,7961265,0,0.121056653559,3535.03881836,18.8609809875,729,2020,1110.40527344,14580.2773438,2054.28808594,1259,1391.6895752,1
"420",896805,7961265,0,0.114104881883,3555.98095703,22.7515335083,741,2020,1231.46252441,14564.3740234,2181.55908203,1406,1540.55187988,1
"421",896955,7961265,0,0.11320912838,3583.08520508,25.5217952728,731,2020,1358.30773926,14550,2310.77905273,1554,1689.61535645,1
"422",897105,7961265,0,0.112869560719,3616.21337891,21.6679210663,755,1917,1489.4630127,14537.1591797,2442.37597656,1702,1761.84558105,1
"423",897255,7961265,0,0.110466524959,3655.20166016,15.0561704636,733,1917,1623.88427734,14525.8564453,2575.98535156,1570,1655.17370605,1
"424",897405,7961265,0,0.109461121261,3699.86474609,24.8090209961,785,1917,1760.82373047,14501.2070313,2710.14770508,1437,1555.66711426,1
"425",897555,7961265,0,0.105927184224,3750,28.6040000916,811,1917,1899.73681641,14465.6318359,2845.41748047,1301,1464.78662109,1
"426",897705,7961265,0,0.103568144143,3805.39086914,26.7753715515,881,1917,2040.22058105,14431.5283203,2982.09667969,1168,1384.23266602,1
"427",897855,7961265,0,0.103373490274,3865.81176758,7.83262586594,955,1917,2181.97167969,14398.90625,3120,1040,1314.87646484,1
"428",898005,7961265,0,0.0998696982861,3931.03051758,17.3467731476,951,1917,2324.75805664,14367.7763672,3258.97216797,918,1253.55493164,1
"429",898155,7961265,0,0.100295357406,4000.8125,24.8479804993,996,1818,2468.40039063,14338.1484375,3398.88208008,806,1207.84936523,1
"430",898305,7961265,0,0.103589847684,4074.92333984,17.6054763794,1042,1818,2612.75708008,14310.03125,3539.61865234,708,1179.57617188,1
"431",898455,7961265,0,0.1183924824,4083.74829102,15.3762512207,1039,1818,2757.71655273,14283.4345703,3681.08691406,631,1170,1
"432",898605,7961265,0,0.108546413481,4032.18310547,13.2666730881,1000,1818,2903.18798828,14258.3662109,3823.20556641,569,1176.13769531,1
"433",898755,7961265,0,0.109082110226,3985.59912109,13.617061615,993,1818,3049.09814453,14234.8339844,3856.48803711,541,1200.74975586,1
"434",898905,7961265,0,0.109262526035,3944.17285156,7.54314994812,976,1818,3195.38720703,14212.8466797,3719.27416992,541,1243.10095215,1
"435",899055,7961265,0,0.11176802218,3908.06860352,6.99049425125,1004,1817,3342.00537109,14192.4101563,3583.08520508,569,1301.46069336,1
"436",899205,7961265,0,0.110110715032,3877.43481445,16.466053009,989,1817,3372.03198242,14173.53125,3448.04296875,633,1309.73278809,1
"437",899355,7961265,0,0.107963830233,3852.40185547,13.9611129761,962,1817,3314.83032227,14156.2177734,3314.28735352,722,1266.05688477,1
"438",899505,7961265,0,0.110387794673,3833.07958984,15.2206192017,971,1817,3263.52563477,14140.4736328,3181.98046875,830,1239.11254883,1
"439",899655,7961265,0,0.11175866425,3819.55493164,13.5937662125,975,1817,3218.40014648,14126.3056641,3051.3112793,949,1230,1
"440",899805,7961265,0,0.116730138659,3811.8894043,16.6015491486,980,1817,3179.71704102,14113.7167969,2922.49902344,1075,1233.28833008,1
"441",899955,7961265,0,0.114104598761,3810.11816406,9.87092685699,974,1817,3147.71337891,14102.7128906,2795.80053711,1207,1253.19592285,1
"442",900105,7961265,0,0.112162910402,3814.24951172,8.21995925903,980,1808,3122.5949707,14093.2958984,2671.51635742,1184,1290.34875488,1
"443",900255,7961265,0,0.111374974251,3824.26464844,11.6486349106,976,1808,3104.52905273,14085.4716797,2550,1170,1343.31677246,1
"444",900405,7961265,0,0.111242197454,3840.1171875,12.1060733795,982,1808,3093.63867188,14079.2402344,2431.66601563,1172,1332.21618652,1
"445",900555,7961265,0,0.112048566341,3861.73535156,11.9991388321,1005,1792,3090,14074.6044922,2317.00244141,1189,1320.34082031,1
"446",900705,7961265,0,0.0706142038107,3889.02294922,20.3570671082,992,1792,3090,14071.5673828,2206.58105469,1063,1323.0645752,1
"447",900855,7961265,0,0.0705635324121,3865.81176758,17.355474472,970,1792,3090,14070.1279297,2101.07104492,920,1341.64074707,1
"448",901005,7961265,0,0.0738560035825,3837.18652344,14.0549535751,980,1792,3090,14070.0322266,2001.24963379,780,1376.4083252,1
"449",901155,7961265,0,0.0758995637298,3814.24951172,11.6301050186,1007,1792,3090,14071.1513672,1908.00939941,644,1426.18371582,1
"450",901305,7961265,0,0.0787076875567,3797.10424805,10.8900718689,1008,1792,3091.31030273,14073.8691406,1822.36108398,510,1489.4630127,1
"451",901455,7961265,0,0.0822838842869,3660,16.4195461273,1029,1792,3099.30639648,14078.1855469,1745.42260742,384,1564.60852051,1
"452",901605,7961265,0,0.0831682085991,3510,20.6718788147,1060,1817,3114.5144043,14084.0976563,1678.39208984,283,1650,1
"453",901755,7961265,0,0.0862119048834,3360,19.2925777435,1083,1817,3136.82958984,14091.6035156,1622.49804688,228,1744.13305664,1
"454",901905,7961265,0,0.0818735510111,3210,13.9949798584,1091,1817,3166.10180664,14100.7021484,1578.92370605,210,1824.82873535,1
"455",902055,7961265,0,0.0785883069038,3060,22.5913600922,1046,1817,3202.13989258,14111.3886719,1548.70910645,242,1760.82373047,1
"456",902205,7961265,0,0.0780763030052,2910,16.2664890289,1026,1817,3244.71875,14123.6611328,1532.64477539,268,1698.3815918,1
"457",902355,7961265,0,0.084705889225,2760,20.141084671,1014,1817,3293.5847168,14137.5136719,1531.17602539,323,1615.54943848,1
"458",902505,7961265,0,0.088511839509,2610,16.6138000488,985,1901,3348.46240234,14152.9433594,1544.34448242,379,1542.88696289,1
"459",902655,7961265,0,0.0913592651486,2460,12.4077634811,950,1901,3409.06152344,14169.9433594,1571.7824707,450,1481.890625,1
"460",902805,7961265,0,0.0983840301633,2310,12.6887960434,917,1901,3474.953125,14188.5097656,1612.76159668,552,1434.0501709,1
"461",902955,7961265,0,0.102882198989,2160,12.0170354843,892,1901,3543.55761719,14208.6347656,1666.2833252,577,1400.71411133,1
"462",903105,7961265,0,0.0986979529262,2010,20.5327720642,855,1901,3617.08447266,14230.3125,1731.18457031,450,1376.73522949,1
"463",903255,7961265,0,0.101641856134,1860,11.0434436798,810,1901,3690.97558594,14253.5361328,1806.23913574,342,1355.32287598,1
"464",903405,7961265,0,0.101297535002,1710,6.06376504898,790,1901,3743.63452148,14278.2978516,1890.23803711,234,1256.06530762,1
"465",903555,7961265,0,0.112186335027,1560,23.9626960754,776,2022,3801.48657227,14304.5898438,1982.04443359,127,1145.51293945,1
"466",903705,7961265,9,0.110651031137,1410,13.1663208008,738,2022,3864.2980957,14332.4042969,2080.625,108,1044.84448242,1
"467",903855,7961265,0,0.106352671981,1260,7.36374044418,697,2022,3931.83154297,14361.7304688,2185.06298828,212,957.183349609,1
"468",904005,7961265,0,0.108762934804,1110,16.1655769348,688,2022,4003.84814453,14392.5605469,2294.55883789,309,886.397216797,1
"469",904155,7961265,2,0.0915952771902,960,14.5818109512,627,2022,4080.11035156,14424.8847656,2408.42260742,404,818.840637207,1
"470",904305,7961265,16,0.0846919566393,810,13.2666730881,600,2022,4160.38476563,14458.6933594,2526.06420898,420,758.946655273,1
"471",904455,7961265,2,0.0825899317861,660,11.6486349106,585,2122,4244.44335938,14460,2646.97949219,379,725.603210449,1
"472",904605,7961265,2,0.0860814228654,510,10.3730974197,579,2122,4332.06640625,14460,2770.73999023,351,720.624755859,1
"473",904755,7961265,18,0.080303914845,360,4.90379238129,559,2122,4423.04199219,14460.03125,2896.98120117,277,742.158996582,1
"474",904905,7961265,0,0.0831604003906,210,2.56950283051,552,2122,4517.16748047,14461.1201172,3025.39257813,134,792.022705078,1
"475",905055,7961265,0,0.0798326358199,60,9.00939178467,545,2120,4614.24951172,14463.7646484,3155.70922852,60,865.332336426,1
"476",905205,7961265,0,0.0721336752176,90,13.4922838211,563,2120,4714.10644531,14467.9648438,3287.7043457,127,956.713134766,1
"477",905355,7961265,0,0.0712249949574,240,18.3054485321,607,2120,4816.56494141,14473.7177734,3421.18408203,242,1061.50830078,1
"478",905505,7961265,0,0.0629239603877,390,16.6321544647,648,2120,4921.46337891,14481.0224609,3555.98095703,376,1116.46765137,1
"479",905655,7961265,0,0.0603256560862,540,20.4135150909,684,2120,5028.64794922,14489.8759766,3691.95068359,492,990.454467773,1
"480",905805,7961265,0,0.0593160130084,690,2.38594412804,694,2120,5137.97607422,14500.2753906,3828.96850586,382,872.06652832,1
"481",905955,7961265,2,0.055688817054,840,22.721244812,661,2159,5249.31445313,14512.21875,3966.92578125,295,764.852905273,1
"482",906105,7961265,2,0.0565221756697,990,26.4772815704,626,2159,5284.17431641,14525.7011719,4105.72753906,242,674.166137695,1
"483",906255,7961265,0,0.0565030612051,1140,24.8373641968,587,2159,5182.27734375,14540.71875,4245.29150391,150,607.453674316,1
"484",906405,7961265,18,0.0565679222345,1290,21.0682220459,567,2159,5082.76513672,14557.2666016,4385.54443359,30,540.832702637,1
"485",895455,7961115,0,0.203642994165,3449.34765625,24.9783401489,449,2182,169.705627441,14614.6503906,966.074523926,153,375.898925781,1
"486",895605,7961115,0,0.192533507943,3418.55224609,19.3557281494,471,2105,276.586334229,14586.4492188,1090.77954102,301,466.690490723,1
"487",895755,7961115,0,0.177363455296,3394.11254883,12.9588422775,504,2105,361.247833252,14559.7392578,1214.90734863,451,582.494628906,1
"488",895905,7961115,0,0.174624145031,3376.16650391,18.0539035797,525,2105,466.690490723,14534.5283203,1339.62683105,601,711.196166992,1
"489",896055,7961115,0,0.169222474098,3364.81787109,14.9105043411,558,2105,573.149169922,14510.8232422,1464.78662109,751,846.935668945,1
"490",896205,7961115,0,0.156717687845,3360.1340332,7.50614261627,603,2020,678.822509766,14488.6337891,1590,886,986.813049316,1
"491",896355,7961115,0,0.14598017931,3362.14208984,7.85388565063,582,2020,785.175109863,14467.9648438,1719.18591309,1020,1129.29187012,1
"492",896505,7961115,0,0.126979619265,3370.83081055,30.4184951782,639,2020,900,14448.8232422,1847.62011719,1159,1273.49914551,1
"493",896655,7961115,0,0.119454406202,3386.14819336,19.1168575287,702,2020,1023.96289063,14431.2158203,1975.90490723,1300,1418.90808105,1
"494",896805,7961115,0,0.115075074136,3408.00537109,36.5449142456,685,2020,1154.12304688,14415.1484375,2107.05957031,1442,1565.18371582,1
"495",896955,7961115,0,0.114047929645,3436.27709961,20.4814434052,651,2020,1288.60388184,14400.625,2240.58032227,1587,1712.10400391,1
"496",897105,7961115,0,0.113628663123,3470.80688477,20.1959686279,694,1917,1426.18371582,14387.6513672,2374.7421875,1651,1859.51611328,1
"497",897255,7961115,0,0.11127089709,3511.40991211,17.5283699036,714,1917,1566.04602051,14376.2304688,2510.15942383,1510,1766.9465332,1
"498",897405,7961115,0,0.110524043441,3557.87866211,16.5185661316,736,1917,1707.62988281,14355.7128906,2647.14941406,1371,1674.09680176,1
"499",897555,7961115,0,0.108141981065,3609.98608398,22.8660945892,773,1917,1850.54040527,14319.7763672,2785.48022461,1234,1590,1
"500",897705,7961115,0,0.107080437243,3667.49243164,34.9624290466,846,1917,1994.49243164,14285.3242188,2924.96142578,1101,1516.11340332,1
"501",897855,7961115,0,0.10264609009,3730.14746094,21.6657581329,912,1917,2139.27563477,14252.3681641,3065.4362793,966,1449.96557617,1
"502",898005,7961115,0,0.0995780602098,3797.69677734,16.1845569611,907,1917,2284.73193359,14220.9179688,3206.77416992,834,1394.59667969,1
"503",898155,7961115,0,0.0980028733611,3869.88378906,21.2359333038,963,1818,2430.74072266,14190.9833984,3348.86547852,708,1353.66174316,1
"504",898305,7961115,0,0.100589305162,3946.45410156,27.4706363678,1033,1818,2577.20776367,14162.5742188,3491.61865234,594,1328.49536133,1
"505",898455,7961115,0,0.115065358579,4027.15771484,11.5041599274,1053,1818,2724.05957031,14135.6992188,3634.95532227,499,1320,1
"506",898605,7961115,0,0.109106384218,4111.75146484,12.0215044022,1027,1818,2871.23657227,14110.3681641,3778.80932617,430,1325.44335938,1
"507",898755,7961115,0,0.110537700355,4129.22509766,4.0586643219,1022,1818,3018.69165039,14086.5898438,3799.47363281,391,1347.33068848,1
"508",898905,7961115,0,0.110049180686,4089.25415039,7.72540521622,997,1818,3166.10180664,14064.3701172,3660.12304688,391,1306.98120117,1
"509",899055,7961115,0,0.111711710691,4054.44189453,4.52022743225,1008,1817,3312.6574707,14043.7177734,3521.64746094,430,1234.38244629,1
"510",899205,7961115,0,0.111530631781,4024.92236328,9.29819965363,1002,1817,3459.50854492,14024.6386719,3384.15429688,511,1170,1
"511",899355,7961115,0,0.110348418355,4000.8125,22.1616401672,1008,1817,3455.08325195,14007.140625,3247.76855469,618,1120.89245605,1
"512",899505,7961115,0,0.112019717693,3982.21044922,12.3168239594,1002,1817,3405.8918457,13991.2294922,3112.63549805,741,1090.36694336,1
"513",899655,7961115,0,0.116443835199,3969.19384766,10.1118831635,1004,1817,3362.67749023,13976.9091797,2978.92602539,872,1080,1
"514",899805,7961115,0,0.116198189557,3961.81787109,6.62068986893,1008,1817,3325.67285156,13964.1865234,2846.84033203,1008,1083.74353027,1
"515",899955,7961115,0,0.117989584804,3960.11352539,9.83200359344,991,1817,3295.0871582,13953.0644531,2716.61547852,1106,1106.34533691,1
"516",900105,7961115,0,0.114746131003,3964.08886719,12.6466693878,1004,1808,3271.10083008,13943.546875,2588.5324707,1148,1148.25952148,1
"517",900255,7961115,0,0.115123689175,3973.72631836,9.13694572449,1006,1808,3253.85913086,13935.6376953,2462.92504883,1207,1207.47668457,1
"518",900405,7961115,0,0.115737691522,3988.98486328,7.37130689621,994,1808,3243.47045898,13929.3398438,2340.19238281,1282,1281.60058594,1
"519",900555,7961115,0,0.111937515438,4009.80053711,19.1807689667,1032,1792,3240,13924.6542969,2220.81054688,1180,1368.21044922,1
"520",900705,7961115,0,0.0715692415833,4036.0871582,22.2285251617,1038,1792,3240,13921.5839844,2105.3503418,1031,1465.09387207,1
"521",900855,7961115,0,0.0714200884104,4012.60522461,22.0923633575,1021,1792,3240,13920.1289063,1994.49243164,883,1489.4630127,1
"522",901005,7961115,0,0.0771092027426,3985.03442383,10.482881546,1012,1792,3240,13920.0322266,1889.04736328,735,1520.85498047,1
"523",901155,7961115,0,0.0775468200445,3962.83984375,16.3072681427,1020,1792,3240,13921.1640625,1789.9720459,589,1566.04602051,1
"524",901305,7961115,0,0.0785269215703,3812.95166016,15.649096489,1040,1792,3241.24975586,13923.9111328,1698.3815918,446,1623.88427734,1
"525",901455,7961115,0,0.0834947675467,3663.07250977,18.8792209625,1059,1792,3248.87670898,13928.2734375,1615.54943848,309,1693.07409668,1
"526",901605,7961115,0,0.0859955102205,3513.20361328,17.355474472,1102,1817,3263.38769531,13934.2490234,1542.88696289,175,1772.28662109,1
"527",901755,7961115,0,0.0940198674798,3363.34643555,14.9488182068,1112,1817,3284.69165039,13941.8359375,1481.890625,90,1860.24194336,1
"528",901905,7961115,0,0.0849747806787,3213.50268555,20.9122848511,1074,1817,3312.6574707,13951.0322266,1434.0501709,60,1955.76074219,1
"529",902055,7961115,0,0.0800259336829,3063.67431641,19.6625423431,1033,1817,3347.11816406,13961.8339844,1400.71411133,95,1899.73681641,1
"530",902205,7961115,0,0.0823534652591,2913.86352539,23.784154892,1036,1817,3387.87548828,13974.2373047,1382.93164063,150,1822.36108398,1
"531",902355,7961115,0,0.0846904665232,2764.07299805,17.7893772125,1007,1817,3434.70532227,13988.2382813,1381.30371094,190,1745.42260742,1
"532",902505,7961115,0,0.085754044354,2614.30688477,3.1096329689,993,1901,3487.36279297,14003.8320313,1395.88684082,242,1678.39208984,1
"533",902655,7961115,0,0.0921882539988,2464.56884766,13.5859909058,977,1901,3545.58886719,14021.0126953,1426.18371582,339,1622.49804688,1
"534",902805,7961115,0,0.0968033075333,2314.86499023,23.041343689,942,1901,3609.11352539,14039.7753906,1471.22399902,450,1578.92370605,1
"535",902955,7961115,0,0.102315142751,2165.20214844,12.1767787933,899,1901,3676.31616211,14060.1142578,1529.70581055,577,1548.70910645,1
"536",903105,7961115,0,0.101432397962,2015.5892334,15.1283788681,863,1901,3747.23901367,14082.0205078,1600.15625,553,1524.10632324,1
"537",903255,7961115,0,0.100703053176,1866.03857422,15.84516716,830,1901,3822.73461914,14105.4882813,1681.07104492,446,1467.5489502,1
"538",903405,7961115,0,0.101527355611,1716.56628418,11.5836362839,802,1901,3883.46484375,14130.5097656,1771.01660156,339,1357.64501953,1
"539",903555,7961115,18,0.104602001607,1567.19494629,18.8922367096,771,2022,3939.26391602,14157.0761719,1868.68933105,256,1256.06530762,1
"540",903705,7961115,10,0.105082586408,1417.95629883,12.48939991,737,2022,3999.91259766,14185.1787109,1972.9420166,247,1164.98925781,1
"541",903855,7961115,0,0.0999442413449,1268.8972168,11.8775482178,719,2022,4065.19360352,14214.8095703,2082.78662109,319,1087.06030273,1
"542",904005,7961115,2,0.100440338254,1120.0892334,13.8627357483,677,2022,4134.88818359,14245.9570313,2197.38476563,424,1023.96289063,1
"543",904155,7961115,18,0.0922058597207,971.648071289,9.0460319519,638,2022,4208.77636719,14278.6132813,2316.03100586,516,953.414916992,1
"544",904305,7961115,0,0.0837268009782,823.771789551,12.8267040253,617,2022,4286.64208984,14310.5029297,2438.13452148,570,902.496520996,1
"545",904455,7961115,1,0.0840610712767,676.830871582,9.37478256226,593,2122,4368.27197266,14310,2563.20117188,511,874.64276123,1
"546",904605,7961115,1,0.0860490053892,531.601379395,4.90379238129,580,2122,4453.45947266,14310,2690.81762695,421,870.517089844,1
"547",904755,7961115,0,0.0827349424362,390,9.33362960815,568,2122,4542.00390625,14310.03125,2820.63818359,272,888.425598145,1
"548",904905,7961115,0,0.0830697268248,258.069763184,2.56950283051,563,2122,4633.71337891,14311.1318359,2952.37182617,124,930.483764648,1
"549",905205,7961115,0,0.0720660984516,174.92855835,12.4422101974,538,2120,4825.89892578,14318.0478516,3220.63647461,42,1074.15087891,1
"550",905355,7961115,0,0.0712906420231,283.019439697,23.8501663208,601,2120,4926.03271484,14323.8613281,3356.78417969,182,1135.64953613,1
"551",905505,7961115,0,0.0615448206663,417.851654053,11.981212616,616,2120,5028.64794922,14331.2421875,3494.06640625,331,1113.6427002,1
"552",905655,7961115,0,0.0614471286535,560.446228027,16.1338825226,679,2120,5133.59521484,14340.1884766,3632.35449219,418,1083.74353027,1
"553",905805,7961115,0,0.0588815547526,706.116149902,7.71820163727,708,2120,5240.73486328,14350.6972656,3771.53808594,283,976.729248047,1
"554",905955,7961115,0,0.0564132556319,853.287780762,24.842672348,673,2159,5349.93457031,14362.7646484,3911.52148438,170,882.326477051,1
"555",906105,7961115,0,0.0574949346483,1001.2991333,18.0235271454,618,2159,5394.16357422,14376.3867188,4052.22167969,95,804.98449707,1
"556",906255,7961115,0,0.0566566884518,1149.8260498,24.7983798981,600,2159,5294.38378906,14391.5595703,4193.56640625,67,737.902404785,1
"557",906705,7961115,0,0.0572536364198,1597.05981445,20.1792869568,519,2159,5010.08984375,14446.3320313,4620.87646484,30,666.108093262,1
"558",895305,7960965,0,0.209722071886,3342.00537109,22.0100898743,362,2182,30,14497.4824219,757.165771484,85,480.936584473,1
"559",895455,7960965,0,0.205774903297,3303.40722656,15.2512187958,441,2182,67.0820388794,14467.4980469,882.326477051,192,512.640197754,1
"560",895605,7960965,0,0.206625565886,3271.23828125,20.9236373901,454,2105,150,14439.0097656,1008.0178833,323,582.494628906,1
"561",895755,7960965,0,0.195462480187,3245.68945313,20.6718788147,515,2105,254.558441162,14412.0263672,1132.07775879,466,678.822509766,1
"562",895905,7960965,0,0.188995942473,3226.91796875,17.6906547546,571,2105,361.247833252,14386.5566406,1256.42346191,612,792.022705078,1
"563",896055,7960965,0,0.173487305641,3215.04272461,14.8229923248,577,2105,466.690490723,14362.6074219,1384.23266602,760,915.860229492,1
"564",896205,7960965,0,0.162692144513,3210.14013672,5.72043323517,603,2020,573.149169922,14340.1884766,1514.33154297,908,1046.5657959,1
"565",896355,7960965,0,0.156058490276,3212.2421875,9.7198677063,537,2020,690.651855469,14319.3046875,1641.24951172,1047,1181.86291504,1
"566",896505,7960965,0,0.126785099506,3221.33520508,28.1478214264,609,2020,818.840637207,14299.9648438,1771.77880859,1181,1320.34082031,1
"567",896655,7960965,0,0.123587705195,3237.36010742,32.2055931091,636,2020,953.414916992,14282.1738281,1905.17712402,1316,1461.09545898,1
"568",896805,7960965,0,0.120346233249,3260.21459961,25.4111347198,611,2020,1092.01647949,14265.9384766,2039.33813477,1454,1603.52734375,1
"569",896955,7960965,0,0.114840239286,3289.75683594,35.8898658752,658,2020,1233.28833008,14251.2626953,2174.94824219,1594,1747.22631836,1
"570",897105,7960965,0,0.114705763757,3325.80810547,25.5217952728,709,1917,1376.4083252,14238.1533203,2312.33642578,1608,1891.90380859,1
"571",897255,7960965,0,0.112081125379,3368.15966797,28.7829990387,726,1917,1520.85498047,14226.6123047,2451.20385742,1463,1884.03820801,1
"572",897405,7960965,0,0.112152427435,3416.57714844,17.2067985535,754,1917,1666.2833252,14210.28125,2591.3125,1319,1797.2479248,1
"573",897555,7960965,0,0.111301019788,3470.80688477,15.4667291641,758,1917,1812.45690918,14174.0078125,2732.47143555,1177,1719.18591309,1
"574",897705,7960965,0,0.104861006141,3530.58081055,24.9203357697,793,1917,1959.20898438,14139.2011719,2874.52612305,1036,1650.27270508,1
"575",897855,7960965,0,0.102280631661,3595.62231445,18.829656601,833,1917,2106.41870117,14105.9033203,3017.34985352,899,1587.73425293,1
"576",898005,7960965,0,0.101365990937,3665.65136719,21.3069343567,894,1917,2253.99633789,14074.125,3160.83837891,767,1537.33532715,1
"577",898155,7960965,0,0.0998203083873,3740.38769531,20.001783371,959,1818,2401.49951172,14043.8779297,3304.90551758,631,1500.29992676,1
"578",898305,7960965,0,0.0998437255621,3819.55493164,19.9848842621,1020,1818,2547.8815918,14015.1699219,3449.47827148,499,1477.63330078,1
"579",898455,7960965,0,0.111275650561,3902.88354492,6.06376504898,1061,1818,2694.66137695,13988.0126953,3594.49584961,382,1470,1
"580",898605,7960965,0,0.111718043685,3990.11279297,11.8048343658,1040,1818,2841.77758789,13962.4140625,3739.90649414,295,1379.0213623,1
"581",898755,7960965,0,0.10694372654,4080.99243164,9.5662355423,1018,1818,2989.18041992,13938.3818359,3747.59912109,242,1275.61755371,1
"582",898905,7960965,0,0.104332767427,4175.28417969,4.04469108582,1002,1818,3136.82958984,13915.9257813,3606.24462891,242,1182.24365234,1
"583",899055,7960965,0,0.109017200768,4201.07128906,11.329044342,1005,1817,3284.69165039,13895.0527344,3465.61694336,300,1101.45361328,1
"584",899205,7960965,0,0.106852509081,4172.58935547,4.82254219055,1015,1817,3432.73950195,13875.7705078,3325.80810547,408,1033.1505127,1
"585",899355,7960965,0,0.115349061787,4149.33740234,23.9626960754,1058,1817,3580.94970703,13858.0839844,3186.92651367,537,977.189819336,1
"586",899505,7960965,0,0.117488205433,4131.40429688,19.1807689667,1044,1817,3548.88720703,13842.0009766,3049.09814453,674,942.019104004,1
"587",899655,7960965,0,0.122373223305,4118.85888672,9.7198677063,1031,1817,3507.43505859,13827.5273438,2912.47314453,816,930,1
"588",899805,7960965,0,0.122864276171,4111.75146484,12.888835907,1032,1817,3471.97338867,13814.6660156,2777.22875977,934,934.344665527,1
"589",899955,7960965,0,0.115024857223,4110.109375,13.5859909058,1011,1817,3442.68798828,13803.4238281,2643.57714844,960,960.46862793,1
"590",900105,7960965,0,0.114429607987,4113.93994141,12.7098007202,1013,1808,3419.73681641,13793.8027344,2511.7722168,1008,1008.46417236,1
"591",900255,7960965,0,0.11425254494,4123.22705078,12.2338895798,1022,1808,3403.24853516,13785.8076172,2382.12084961,1075,1075.40686035,1
"592",900405,7960965,0,0.114158093929,4137.93408203,14.4086971283,1025,1808,3393.31689453,13779.4414063,2254.99438477,1158,1158.01550293,1
"593",900555,7960965,0,0.112345546484,4158.00439453,13.9347066879,1037,1792,3390,13774.7050781,2130.8449707,1170,1253.19592285,1
"594",900705,7960965,0,0.124914087355,4183.35986328,21.5267219543,1097,1792,3390,13771.6015625,2010.22387695,1020,1357.64501953,1
"595",900855,7960965,0,0.126767575741,4159.62744141,23.7083797455,1070,1792,3390,13770.1308594,1893.80566406,870,1467.5489502,1
"596",901005,7960965,0,0.0814739242196,4120.93457031,13.262676239,1042,1792,3390,13770.0322266,1782.4140625,720,1584.04541016,1
"597",901155,7960965,0,0.0824520811439,3971.34741211,16.7265949249,1053,1792,3390,13771.1767578,1677.05102539,570,1705.78430176,1
"598",901305,7960965,0,0.0842391178012,3821.79272461,15.8224439621,1078,1792,3391.19458008,13773.9541016,1578.92370605,420,1760.82373047,1
"599",901455,7960965,0,0.0882767364383,3672.27441406,18.8922367096,1108,1792,3398.48486328,13778.3632813,1489.4630127,270,1824.82873535,1
"600",901605,7960965,0,0.0958585888147,3522.79711914,5.00628232956,1132,1817,3412.35986328,13784.4042969,1410.3190918,120,1898.55212402,1
"601",901905,7960965,0,0.0774276778102,3223.98828125,17.7132816315,1078,1817,3459.50854492,13801.3691406,1290.34875488,42,2070.86938477,1
"602",902055,7960965,0,0.074823603034,3074.6706543,13.9158086777,1030,1817,3492.52050781,13812.2880859,1253.19592285,30,2030.27087402,1
"603",902355,7960965,0,0.0814051777124,2776.2565918,13.362200737,965,1817,3576.54858398,13838.9775391,1231.46252441,60,1878.29711914,1
"604",902505,7960965,0,0.0848952382803,2627.18481445,14.6567935944,973,1901,3627.14770508,13854.7392578,1247.7980957,127,1816.17724609,1
"605",902655,7960965,0,0.0902658849955,2478.22509766,8.07700061798,971,1901,3683.16430664,13872.1054688,1281.60058594,242,1764.6529541,1
"606",902805,7960965,0,0.0895862281322,2329.39916992,26.5092525482,960,1901,3744.35571289,13891.0693359,1331.54040527,376,1724.67382813,1
"607",902955,7960965,0,0.096902616322,2180.73388672,14.7948589325,914,1901,3810.35424805,13911.625,1395.88684082,513,1697.05627441,1
"608",903105,7960965,0,0.102104768157,2032.26477051,13.121887207,891,1901,3878.82714844,13933.7646484,1472.75256348,655,1671.94494629,1
"609",903255,7960965,0,0.103179603815,1884.03820801,16.9702968597,847,1901,3951.80981445,13957.4814453,1560.28845215,552,1569.77709961,1
"610",903405,7960965,8,0.099978223443,1736.11633301,10.7444162369,824,1901,4024.02783203,13982.7675781,1656.80419922,458,1467.5489502,1
"611",903555,7960965,9,0.0939816311002,1588.58422852,18.4483718872,778,2022,4077.90380859,14009.6142578,1760.82373047,400,1374.11791992,1
"612",903705,7960965,0,0.0935895144939,1441.56164551,19.9848842621,736,2022,4136.52050781,14038.0126953,1871.09594727,395,1291.39465332,1
"613",903855,7960965,0,0.0917187035084,1295.2220459,8.69765758514,706,2022,4199.67871094,14067.953125,1986.57995605,443,1221.55639648,1
"614",904005,7960965,18,0.0894107967615,1149.8260498,15.1557788849,687,2022,4267.17724609,14099.4257813,2106.41870117,531,1154.12304688,1
"615",904155,7960965,0,0.0848408415914,1005.78326416,20.1864376068,670,2022,4338.81298828,14132.4199219,2229.91040039,582,1092.01647949,1
"616",904305,7960965,0,0.0853559598327,863.770812988,21.9549999237,645,2022,4414.38574219,14160.5087891,2356.48046875,513,1047.85498047,1
"617",904455,7960965,0,0.0858551710844,724.982788086,21.2714748383,627,2122,4493.69580078,14160,2485.65893555,404,1023.96289063,1
"618",904605,7960965,1,0.081484362483,591.692504883,7.14066934586,598,2122,4576.54882813,14160,2617.05932617,300,1020.44110107,1
